
State,First_Year,Last_Year,Injury_Intent,Race_Ethnicity,Gender,Total_Deaths,Population,Age_Adjusted_Rate_per_ 100000
Colorado,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,46,108347,38.30058
Colorado,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,109260,
Colorado,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,59,1067855,5.3238
Colorado,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,49,496699,9.71247
Colorado,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,10,571156,
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,1014,28409718,3.5767199993133545
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,849,14303254,5.83924
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,165,14106464,1.16761
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,219,1320051,15.54215
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,196,704431,25.13764
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,23,615620,3.68258
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,400,19649994,2.04198
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,311,9859617,3.09514
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,89,9790377,0.90431
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,346,6154211,5.31755
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,302,3134160,8.98201
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,44,3020051,1.36433
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,23,217607,9.45848
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,20,108347,16.21859
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,109260,
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,22,1067855,2.01067
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,16,496699,
Colorado,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,571156,
Colorado,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,3166,28409718,10.675979614257812
Colorado,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,2725,14303254,18.5491
Colorado,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,441,14106464,3.00467
Colorado,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,83,1320051,5.70792
Colorado,2016,2020,Firearm Suicide,non-Hispanic Black,Male,73,704431,9.13897
Colorado,2016,2020,Firearm Suicide,non-Hispanic Black,Female,10,615620,
Colorado,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,2648,19649994,12.37536
Colorado,2016,2020,Firearm Suicide,non-Hispanic white,Male,2284,9859617,21.46884
Colorado,2016,2020,Firearm Suicide,non-Hispanic white,Female,364,9790377,3.46139
Colorado,2016,2020,Firearm Suicide,Latinx,All Genders,363,6154211,6.0836
Colorado,2016,2020,Firearm Suicide,Latinx,Male,305,3134160,10.22441
Colorado,2016,2020,Firearm Suicide,Latinx,Female,58,3020051,1.93938
Colorado,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,28,217607,11.66209
Colorado,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,24,108347,19.54646
Colorado,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,109260,
Colorado,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,37,1067855,3.3142
Colorado,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,33,496699,6.47317
Colorado,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,571156,
Connecticut,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,955,17859594,5.171170234680176
Connecticut,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,859,8715147,9.600839614868164
Connecticut,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,96,9144447,1.0349299907684326
Connecticut,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,259,1942583,12.98195
Connecticut,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,238,928609,24.52207
Connecticut,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,21,1013974,2.03859
Connecticut,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,576,12032690,4.12604
Connecticut,2016,2020,All Firearm Deaths,non-Hispanic white,Male,516,5866480,7.6327
Connecticut,2016,2020,All Firearm Deaths,non-Hispanic white,Female,60,6166210,0.93541
Connecticut,2016,2020,All Firearm Deaths,Latinx,All Genders,109,2944874,3.35276
Connecticut,2016,2020,All Firearm Deaths,Latinx,Male,95,1464325,5.81291
Connecticut,2016,2020,All Firearm Deaths,Latinx,Female,14,1480549,
Connecticut,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,48152,
Connecticut,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,24106,
Connecticut,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
Connecticut,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,891295,
Connecticut,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,431627,
Connecticut,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,459668,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,366,17859594,2.2190299034118652
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,320,8715147,3.89983
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,46,9144447,0.51015
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,220,1942583,10.96311
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,202,928609,20.44197
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,18,1013974,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,56,12032690,0.47818
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,39,5866480,0.69208
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,17,6166210,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,83,2944874,2.48769
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,73,1464325,4.38338
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,10,1480549,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,48152,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,24106,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,891295,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,431627,
Connecticut,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,459668,
Connecticut,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,573,17859594,2.8710200786590576
Connecticut,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,525,8715147,5.5145
Connecticut,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,48,9144447,0.4772
Connecticut,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,35,1942583,1.82114
Connecticut,2016,2020,Firearm Suicide,non-Hispanic Black,Male,33,928609,3.78685
Connecticut,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,1013974,
Connecticut,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,511,12032690,3.58394
Connecticut,2016,2020,Firearm Suicide,non-Hispanic white,Male,469,5866480,6.75789
Connecticut,2016,2020,Firearm Suicide,non-Hispanic white,Female,42,6166210,0.66924
Connecticut,2016,2020,Firearm Suicide,Latinx,All Genders,23,2944874,0.74673
Connecticut,2016,2020,Firearm Suicide,Latinx,Male,19,1464325,
Connecticut,2016,2020,Firearm Suicide,Latinx,Female,,1480549,
Connecticut,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,,
Connecticut,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,,
Connecticut,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
Connecticut,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,891295,
Connecticut,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,431627,
Connecticut,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
Delaware,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,557,4841748,11.695520401000977
Delaware,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,487,2341644,20.98611068725586
Delaware,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,70,2500104,2.913599967956543
Delaware,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,255,1107428,22.83065
Delaware,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,227,522514,42.28964
Delaware,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,28,584914,4.74922
Delaware,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,287,3050699,8.64846
Delaware,2016,2020,All Firearm Deaths,non-Hispanic white,Male,245,1474923,15.19591
Delaware,2016,2020,All Firearm Deaths,non-Hispanic white,Female,42,1575776,2.61285
Delaware,2016,2020,All Firearm Deaths,Latinx,All Genders,,459134,
Delaware,2016,2020,All Firearm Deaths,Latinx,Male,,234482,
Delaware,2016,2020,All Firearm Deaths,Latinx,Female,,,
Delaware,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,17352,
Delaware,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,8339,
Delaware,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
Delaware,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,207135,
Delaware,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,101386,
Delaware,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,274,4841748,6.2635698318481445
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,232,2341644,10.71901
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,42,2500104,1.82681
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,223,1107428,19.95371
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,198,522514,36.82025
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,25,584914,4.22105
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,41,3050699,1.58012
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,24,1474923,2.01788
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,17,1575776,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,459134,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,,234482,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,17352,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,8339,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,207135,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,101386,
Delaware,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,,
Delaware,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,276,4841748,5.304419994354248
Delaware,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,248,2341644,9.9947
Delaware,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,28,2500104,1.05697
Delaware,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,29,1107428,2.61235
Delaware,2016,2020,Firearm Suicide,non-Hispanic Black,Male,26,522514,4.94221
Delaware,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,584914,
Delaware,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,242,3050699,6.98224
Delaware,2016,2020,Firearm Suicide,non-Hispanic white,Male,217,1474923,12.97466
Delaware,2016,2020,Firearm Suicide,non-Hispanic white,Female,25,1575776,1.46817
Delaware,2016,2020,Firearm Suicide,Latinx,All Genders,,459134,
Delaware,2016,2020,Firearm Suicide,Latinx,Male,,234482,
Delaware,2016,2020,Firearm Suicide,Latinx,Female,,,
Delaware,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,,
Delaware,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,,
Delaware,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
Delaware,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,207135,
Delaware,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,101386,
Delaware,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
District of Columbia,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,640,3496162,16.753110885620117
District of Columbia,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,583,1658379,32.09376907348633
District of Columbia,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,57,1837783,3.118000030517578
District of Columbia,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,597,1612904,37.4267
District of Columbia,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,545,730468,73.60892
District of Columbia,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,52,882436,6.43206
District of Columbia,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,18,1320685,
District of Columbia,2016,2020,All Firearm Deaths,non-Hispanic white,Male,15,656552,
District of Columbia,2016,2020,All Firearm Deaths,non-Hispanic white,Female,,664133,
District of Columbia,2016,2020,All Firearm Deaths,Latinx,All Genders,22,390789,5.93129
District of Columbia,2016,2020,All Firearm Deaths,Latinx,Male,20,198176,11.44361
District of Columbia,2016,2020,All Firearm Deaths,Latinx,Female,,192613,
District of Columbia,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,9239,
District of Columbia,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,4327,
District of Columbia,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
District of Columbia,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,162545,
District of Columbia,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,68856,
District of Columbia,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,,
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,596,3496162,15.546589851379395
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,541,1658379,29.55814
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,55,1837783,3.03806
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,570,1612904,35.72305
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,518,730468,69.86875
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,52,882436,6.43206
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,,1320685,
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,,656552,
District of Columbia,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,,664133,
